Unnamed: 0,genre,lyrics,predicted_genre
32466,Pop,"[China Anne Mcclain]
I throw my hands in the air sometimes
Sayin' ayo, gotta let go
And i wanna celebrate and live my life
Sayin' ayo, baby let's go
[Taio Cruz]
I came to dance-dance-dance-dance
I hit the floor 'cause that's my plans-plans-plans-plans
[Chipettes]
I'm wearing all my favourite brands-brands-brands-
brands
Give me space for both my hands-hands-hands-hands. Yeah,
[China Anne Mcclain]
Yeah 'Cause it goes on and on and on
And it goes on and on and on
I throw my hands up in the air sometimes
Sayin' ayo, gotta let go
[Taio Cruz]
And i wanna celebrate and live my life
Sayin' ayo, baby let's go
'Cause we gon' rock this club
We gon' go all night
And we gon' light it up
Like it's dynamite
[Chipettes]
'Cause i told you one
Now i told you twice
We gon' light it up
Like it's dynamite
I'm gonna
[China Anne Mcclain]
take it all, like
I'm gonna be the last one standin'
I'm over all, like
[Taio Cruz]
I'm gonna be the last one landin'
'Cause i-i-i believe it
And i-i-i,
[Chipettes]
i just want it all I just want it all
I'm gonna put mt hands in the air
Put my hands in the air
Put your hands in the air
[China Anne Mcclain]
Ugh
Come on!
Wooh!
Throw my hands up in the air sometimes
Sayin' ayo, gotta let go
[Taio Cruz]
And i wanna celebrate and live my life
Sayin' ayo, baby let's go
'Cause we gon' rock this club
We gon' go all night
And we gon' light it up
Like it's dynamite
[Chipettes]
'Cause i told you once
Now i told you twice
We gon' light it up
Like it's dynamite
Like it's dynamite",Pop
127588,Pop,"[ Verse 1 ]
It started off grand, and ended in ruins,
Thought you were the one, never knew what we were doing, no
You didn't know when, to stop all of your games,
And you left me here, left me without any shame,
And so the truth came out,
You couldn't promise me the love that I was,
Pouring out for you,
And when you went away,
I couldn't get you out of my mind oh I was,
broken down for you,
[ Chorus ]
500 days, I know it wasn't the best,
But I won't ever forget, no I won't ever forget you,
500 days, I know it wasn't the best,
But I won't ever forget, no I won't ever forget you,
Ooh
[ Verse 2 ]
I gotta be frank; I can't imagine me with anyone other than you,
You had me feeling like my dreams came true,
You made me feel good, like no one else existed,
Like summer was here everyday of the year,
Now it's just my wishful thinking,
And so the truth came out,
Your promised someone else the love that I was,
Pouring out for you,
And when you went away,
I couldn't get you out of my mind,
Oh I was broken down for you,
[ Chorus ]
500 days, I know it wasn't the best,
But I won't ever forget, no I won't ever forget you,
500 days, I know it wasn't the best,
But I won't ever forget, no I won't ever forget you,
Mmmm,
And there is a light, and it never goes out,
And there is a promise, and I don't mean to scream and shout,
But there is a fog, and it's blocking that light,
Gotta let you go, no use in fighting this fight,
500 days, I know it wasn't the best,
But I won't ever forget,
No I won't ever forget you..
500 days, I know it wasn't the best,
But I won't ever forget,
No I won't ever forget you..",Pop
314534,Rock,"It starts with just a little glance now
Right away you're thinkin' 'bout romance now
You know you ought to take it slower
But you just can't wait to get to know her
A brand new love affair is such a beautiful thing
But if you're not careful think about the pain it can bring
It makes you feel so bad
It makes your heart feel sad
It makes your days go wrong
It makes your nights so long
You've got to keep in mind love is here today
And it's gone tomorrow
It's here and gone so fast
Right now you think that she's perfection
This time is really an exception
Well you know I hate to be a downer
But I'm the guy she left before you found her
Well I'm not saying you won't have a good love with her
But I keep on remembering things like they were
She made me feel so bad
She made my heart feel sad
She made my days go wrong
And made my nights so long
You've got to keep in mind love is here today
And it's gone tomorrow
It's here and gone so fast
Keep in mind love is here today
And it's gone tomorrow
It's here and gone so fast
Love is here today
And it's gone tomorrow
It's here and gone so fast",Pop
81555,Hip-Hop,"I said hey, that's what I like, I like about you!
The way you do what you do, how you do, I like about you!
Come on now, hey, that's what I like, I like about you!
The way you do what you do, how you do, I like about you!
I said hey, hey, hey, hey!
They call me Ali Bomaye, M.I.A. to [?], baby
I go hard, so don't come lazy, come lazy
This is my party, don't be late
And how much fun can one man take?
You walk past and I go crazy
Oh my, my, my, my
Like it, like it, checkmate yeah
I'm movin' up, up, shut 'em all down
I like it, like it, I get bread
I got a tour, a black Ferrari, zoom on it
Hop in and let's get it started
My party, you got in
And that's why I said
I said hey, that's what I like, I like about you!
The way you do what you do, how you do, I like about you!
Come on now, hey, that's what I like, I like about you!
The way you do what you do, how you do, I like about you!
I said hey, hey, hey, hey!
My mama ain't raise no fool or no failure
Only go first place, let me upgrade yah
OlÃ©, red flag I'm wavin'
Your way, drop down, I'm chasin'
Oh my, my, my you look
Look so bad, bad like good
Good times, all the time I'm havin'
Tonight and I don't mind braggin'
Give me one for the treble, I need two for the bass
I spend my three wishes on you, that's just my generous ways
Throw it back like history, I work the play
A little harder than the rest like Dr. J
I'm an all time great, you twerk the same like
Oh my, my, my, my
One, two, one two three four
I said hey, that's what I like, I like about you!
The way you do what you do, how you do, I like about you!
Come on now, hey, that's what I like, I like about you!
The way you do what you do, how you do, I like about you!
I said hey, hey, hey, hey!",Hip-Hop
172480,Rock,"Welcome to sun down, welcome to the dark
Could it be that evil has heroes
Bring everybody down, celebration
Passing of the light
Giving up your spirit to the night
You'll turn to stone, turn to stone
Just for ever
You'll turn to stone, turn to stone
Here comes a fire
We'll burn it to the ground
Inside the page lies the power
We've turned it all around, celebration
Words have control
To take away your heart and then your soul
You'll turn to stone, turn to stone
Just for ever
You'll turn to stone, turn to stone
Oh pray for a miracle
But the wishes in the well have all gone dry
There's no way for a miracle
It's not the way you live, it's how you'll die
Welcome to sun down, welcome to the dark
Could it be that the evil has heroes
We've turned it all around, celebration
Words have control
To take away your heart and then your soul
You'll turn to stone, turn to stone
Just for ever
You'll turn to stone
You'll turn to stone, turn to stone
Concerning the inhabitants of otherworld.
There are many similarities to be found, parallel to our own society.
The individual must be absorbed. The collective must be as one. Feed my head!",Indie
153263,Indie,"Love you more than anyone
Love you more than anyone
Love you more in time to come
Love you more
(Repeat x 2)",Pop
160240,Pop,"Luna de plata
Cara redonda
Tarta de nata
Nada te asombra
Piel de hojalata
Ojos de sombra
Nadie te mata
Nadie te ronda
Luna de plata.
Luna de hielo
FrÃ­o en los huesos
Luz en el pelo
Pena en los sesos
Sola en tu vuelo
SueÃ±as un beso
De caramelo
Dulce why espeso
Luna de hielo.
Luna tan blanca
Hecha de espuma
Como los sueÃ±os
Como mi empeÃ±o
En ser tan blanca
Como la luna.
Luna desnuda
Nadie te toca
Nadie te ayuda
Carne de roca
SÃ³lo la duda
Besa tu boca
Te deja muda
Why un poco loca
Luna desnuda.
Luna lejana
Quiero ir contigo
Para maÃ±ana
Tener tu abrigo
Probar tu cama
Comer tu trigo
Tejer tu lana
Ser tu testigo
Luna lejana.
Luna tan blanca
Hecha de espuma
Como los sueÃ±os
Como mi empeÃ±o
En ser tan blanca
Como la luna.",Folk
157387,Hip-Hop,"You don't want to see my Flesh (Flesh, Flesh)
[Chorus]
It's nothin' but the Bone in me
You don't want to see my Flesh Bone
It's nothin' but the Bone in me
You don't want to see me
Feel thug shit pumpin' out of Cleveland
All up in your system, hittin it, and everybody move
No matter where you're from, come one and get with this
Here to make you party, body, so groove over to the Glock
The spot, we got it poppin' all day to get through the night
Swisha, fill 'em on up with the icky, sticky, sippin' liquor got you nice
Whip out the lighter, flame on up
It be to completely ? me up
Everyone, have a nice time, get along with your people
Don't want to hear people fuss or cuss
If they do, then I crush 'em
Break every bone off in his body
'Cause all my people came here to have a wonderfultime, niggas
Everybody crashed the party
Once in awhile we can get a little wild
And ever now and then, I comin' out to show you how
In the Land, my city, the way we put it down
You know what it is, how to get to my town
Listen to the rythym
Put you deep into a motion that just don't stop
Feel them coppers come knockin' on your door
Get you ass on the floor
We jack 'til we drop
Props, sendin' out shots to my trues
Been down with that nigga Flesh at the beginning and
Niggas together 'til the very ending
And I'm hit after hit, and I'm still winnin'
And you wonder what it is in me that you really want to roll
Then see Flesh gettin' busy with niggas that it be my thang
Nothin' but the Bone in me
[Chorus]
I grip me a pipe with my heater
Call upon it, when I need her
Feedin' bullets to spit on ya corner
Think to test me?
Baby, you's a goner, loner
Somebody shouda been done warned, now
When ya on the thug show, nigga flex
Check out the Flesh, put it down
When your in the see-Town don't fuck those
You simple-minded
Don't you find it complicated?
Checkin' the best style
So I'm out get tryin' to clear a
Start none, nigga want my forty
Get a light, my sud's froze cold
So off to economies, hit up the store
And I'd love to thank for keepin' the drink I see for me
Get me Ides, get surprised, (copper stops point three eight) and mo' cheese
Get the with the Gs, set a destination, we're facin'
Finally I'm here (I'm here)
Hit me as I go pissy drunk, breath stunk, puff spliff after spliff
Chinese eyes sunk shut, near me pass my beeron to the next man
Goin' up to meet a pretty lady to get my boogie on for the next dance
No ?, her intentions was to get money, and let's face it, shame on you, honey
Bitch made it known she want to fuck me because I'm a Bone
No threat, better yet I'm a pass up the ass and keep my cash
Leavin' women alone, and go stack up my bankroll
Flip paper, dollar, grab the dollar
Make me holler, feel it in me, nothin' but the Bone
[Chorus]",Hip-Hop
61770,Rock,"I've been meaning to ask you how life looks from the nose bleed seats,
and to ask you how it feels to bleed
Your life's a waste and the way that I'll ask it will have revenge woven throughout,
but will be masked with the concern that a friend would bring
You're so incomplete
Hold a mirror to show just what you've become and read your diary to figure out where things went wrong
I don't think I'll ever understand,
how a cowardly cat can call himself a man
You're all show and it's getting old
As for the rest of us,
we'll do fine with what we have,
making the best of what is left
And you're a naysayer who will never know what it's like to really have half a life
I've been meaning to harm you in the best way that I see fit. I'm not sure if this did the trick,
but I think It did
Hold a mirror to show just what you've become and read your eulogy to figure out where things went wrong
I hope one day you understand that a girl on your arm won't make you a man
You're all show and it's getting old
As for the rest of us,
we'll do fine with what we have,
making the best of what is left
And you're a naysayer who will never know what it's like to really have half a life
Keep walking down your shallow lonely road
It's dark and cold and it's yours and yours alone
If you dig too deep are you scared you'll find something?
Spoonfuls of shit will surely add up. Inside you're begging for a cure for your disease
You're life's a crime scene and it won't help to blame it all on me
You're all show and it's getting old
As for the rest of us,
we'll do fine with what we have,
making the best of what is left
And you're a naysayer who will never know what it's like to really have half a life",Indie
337049,Electronic,"Chorus
You got a fast car
I want a ticket to anywhere
Maybe we make a deal
Maybe together we can get somewhere (x2)
You got a fast car
I want a ticket to anywhere
Maybe we make a deal
Maybe together we can get somewhere
Anyplace is better
Starting from zero got nothing to lose
Maybe we'll make something
Me myself I got nothing to prove
But is it fast enough so we can fly away? (x2)
You got a fast car
I want a ticket to anywhere
Maybe we make a deal
Maybe together we can get somewhere
Anyplace is better
Starting from zero got nothing to lose
Maybe we'll make something
Me myself I got nothing to prove
You got a fast car
But is it fast enough so we can fly away
We gotta make a decision
We leave tonight or live and die this way
So remember we we're driving driving in your car
The speed so fast I felt like I was drunk
City lights lay out before us
And your arm felt nice wrapped 'round my shoulder
And I had a feeling that I belonged
And I had a feeling I could be someone, be someone, be someone
Maybe together we could ride away
You got a fast car
I want a ticket to anywhere
Maybe we make a deal
Maybe together we can get somewhere
You got a fast car
I want a ticket to anywhere
Maybe we make a deal
Maybe together fly away
Maybe together fly away(x2)",Pop
10287,Indie,"Quand je marche, je marche
Quand je dors, je dors
Quand je chante, je chante
Je m'abandonne
Quand je marche, je marche droit
Quand je chante, je chante nue
Et quand j'aime, je n'aime que toi
Quand j'y pense, je ne dors plus
Je suis ici
Je suis dedans
Je suis debout
Je ne me moquerai plus de tout
""Entends tu, m'as-tu dit,
Le chant do monde"", alors depuis
Quand l'aube se lÃ¨ve, je la suis
Et quand la nuit tombe
Je tombe aussi
Je suis ici
Je suis dedans
Je suis debout
Je ne me moquerai plus de tout
Quand j'ai faim, tout me nourrit
Le cri des chiens, et puis la pluie
Quand tu pars, je reste ici
Je m'abandonne
Et je t'oublie.",Folk
253384,Rock,"Wishing for a summer without rain
Seeing is believing for ourselves
Breathing as we're sinking to the sand
But I will wait for her arms
Then I can reach for the stars
I will wait for her love
Tomorrow shine
Wishing for a lover, not just a friend
Reaching for a hand to pull me in
But I will wait for her arms
Then I can reach for the stars
I will wait for her love
Tomorrow shine
Shine on, shine on
Waiting for a summer without rain
Reaching for the starlet in the sky, again
But I will wait for her arms
Then I can reach for the stars
I will wait for her love
Tomorrow shine
But I will wait for her arms
Then I can reach for the stars
I will wait for her love
Tomorrow shine, tomorrow shine
Tomorrow shine, tomorrow shine
Tomorrow shine, tomorrow shine",Indie
241245,Rock,"Now we push rhymes, crazy rhymes,
Words forced fed to your mind trace the
source brother, brother
Face the music, don't confuse it for another
Nothing comes close to this
Kiss the sky.
These grands change hands as our fans multiply we push rhymes
People gather round when we kick them go boy,
Shifty stick em
Ha ha ha stick em
Burning bridges , smoking ism,
Losing my religion
Shooting the breeze, we got these MC's ass kissing
If you can't take the heat get your ass out the kitchen
I freak it off the wall crammin,' slammin', points
of view into your fucking skull bitch
That's why we stick em.
Stick 'em ha ha ha stick em
Ha stick 'em, ha ha ha
Stick 'em, ha, ha, ha
Stick 'em
Stick 'em stick 'em stick 'em
Stick 'em ha ha ha stick 'em
Ha stick 'em, ha ha
Ha stick 'em.
Well I tapped you on the spinal with an anesthetic
Epic is the definition written
Into grooves of vinyl
It's called survival, when I drop the stylish into
Friction, tectonic traits drifting like the plates
It shakes like the quakes in Cali
The mystic maharaji
Mission of the kamikaze come back kid
Producer supper status
I'm here to claim my rein as the baddest beat peddler
So place your bet middler
The rough is a blaze and yo, were smoking out the fiddler
We're sippin' on a hundred proof liquor welcome to the dooms day dawning.
Hot like the sun
No time to relax we pack the dooms day gun.
Stick em ha ha ha stick em
Ha stick em, ha ha ha
Stick em, ha, ha, ha
Stick em
Stick em stick em stick em
Stick em ha ha ha stick em
Ha stick em, ha ha
Ha stick em.
Call me a drifter, richer when I hit you with the stick em
I'm talking shit
The pit starter a wanted man
The one who cuffed your daughter to my bed stand and I
Talk a lot of shit because I know a lot of shit
I know, I said I'd quit but I just want another hit
It's madness pimpin' like Gladys
The baddest
Maintainer status
That is no question
Releasing tension as we step into the seventh dimension
This jabber jaw's jaws are slapping
We's what's happening
The bones are breaking
And fingers snapping
The pressure is on with non stop action
Whether banging your head or steady maxing.
Stick 'em ha ha ha stick 'em
Ha stick 'em, ha ha ha
Stick 'em, ha, ha, ha
Stick 'em
Stick 'em stick 'em stick 'em
Stick 'em ha ha ha stick 'em
Ha stick 'em, ha ha
Ha stick 'em",Hip-Hop
121949,Indie,(instrumental),Indie
80630,Rock,"Seven Gallows
On seven hills with seven suns
Seven Hangmen
Sing the dirge and beat the drum
Take my heart away
From this place of no return
and set it far from here
In the name of all thats good
How could you leave me this way?
It's cold outside
On my knees I pray
How could you leave me this way
The lights are low
Fade into black again
How could you get me so high
Just to bring me down
Into this valley again
How could you leave me this way
Seven maidens
Seven boats and seven seas
Black wide ocean
Open up and swallow me
I can't find my way
With only stars to be my guide
I surrender now
Eviscerate my pride
How could you leave me this way?
It's cold outside
On my knees I pray
How could you leave me this way
The lights are low
Fading to black again
How could you get me so high
Just to bring me down
Into this valley again
How could you leave me this way
Could you give a sign today?
How could you hide your sweet face
Am I crying here in vain?
How could you leave me?
In dark nights unknowing clouds
They wrap around the
Sweet soul you gave me
You can save me
I'm gonna stand right here
I'm gonna scream like a little baby
Call me crazy
How could you leave me this way?
It's cold outside
On my knees I pray
How could you leave me this way
The lights are low
Fading to black again
How could you get me so high
Just to bring me down
Into this valley again
How could you leave me this way?
How could you leave me this way",Metal
234079,Pop,"Age rareru mono wa zenbu morau toki wa hitotsu dake
Goujou purasu egao wa aisare jouzu
Nagai mono ni make rete yuku hou ga rakude mo
Yes, No hakkiri sa senakya I, My Name
Yowai ki wa Broom Broom uso ga saku
Onegai suru no wa zenbu kanae rareru no wa hitotsu
Junjou kakeru kansha wa shiawase jouzu
Ishibashi datte tataki sugitanara kowareru
Yes, No hakkiri sa senakya Calling Knight
Tsuyo ki ni Wind Wind hana ga saku
Kimi no erabu yume wo dareka ni tayotchai ikenai
Keshite jibun ni makenai kokoro Boys Be Brave
Yuuki wo te ni
Kizutsukeru koto wa takui akirameru no wa kantan
Koukai mainasu toki wa shinken shoubu
Aruite minakucha inu datte bou ni mo atarenai
Yes, No hakkiri sa senakya You've Got a
Ano ko wa Swing Swing utai dasu
Tsuyoi mukaikaze ni makezu ni ashi wo fumidasou
Atsu wo shinji tsudzukeru kokoro Boys Be Brave
Yuuki wo te ni
Kimi no aruku michi de tsukurou hokorashii chizu wo
Sekaijuu de tatta hitotsu no Boys Be Brave
Yuuki wo teni
Boys Be Brave yuuki wo te ni",Indie
46276,Rock,"In This Giant Universe
There Is Only One Blue Earth
Little Love Can Reach Your Heart
On Your Island In The Sea
So We Meet And Time Goes By
We Write Letters Filled With Love
The Emotion In Your Words
Gives Me Hope About My Life
So We Share Our Every Thought
Some Are Wild And Some Are Sad
All Our Thoughts Begin To Echo
And Repeat Around The World
And The Echo Started Soft
But Then Grew Into A Shout
It Gets Louder Every Day
Until Everyone Can Hear
So Now Listen Everyone
To This Little Song I Sing
It's The Echo Of Our Love
And A Song To Change The World
Hold On
And Let Me Sing These Words
Your Precious One Is By You
So Close And Yet So Far Away
And Now I Sing This Little Song
And Pray That It Will Reach You
And Bring You All The Way To Me
Go All The Way [Repeat]
And That Is My Little Love Song
And You Realize If We Walk
Close Together Hand In Hand
Even On The Darkest Night
The Moon Can Always Show The Way
Holding Hands And Holding Hearts
And We're Never Letting Go
True Emotion In Our Souls
It Will Never Ever Die
And It Can't Fade Away
It Will Burn Forever More
If The Ending Ever Comes
I Will Always Say These Words
They Are True But They Are Small
And They're Really Not Enough
And My Eyes Get Full Of Tears
And The Tears Are Full Of Joy
And I Don't Know What To Say
I Just Want To Hold You Tight
If I'm Dreaming Then Please Don't Wake Me Up
If I'm Dreaming Then Please Don't Wake Me Up
All The Time We Spent Together Is Becoming A Star
An Eternal Star",Indie
123439,Other,"Ooh
Lord, dear Lord above, God almighty,
God of love, please look down and see my people through.
I believe that God put sun and moon up in the sky.
I don't mind the gray skies
'cause they're just clouds passing by.
Heaven is a goodness time.
A brighter light on high.
Do unto others as you would have them do to you.
And have a brighter by and by.
Lord, dear Lord above, God almighty,
God of love, please look down and see my people through.
I believe God is now, was then and always will be.
With God's blessing we can make it through eternity.
Lord, dear Lord above, God almighty,
God of love, please look down and see my people through.",Gospel
312650,Hip-Hop,"All aboard, track seventeen, all aboard
Yeehaw
This song is dedicated to all the hardworking pioneers of this country
Settin' out discoverin' the West
Bringing the railroad to where no man has ever been before
Johnny - he worked on the railroad, pounding on iron and steel
Working his way out west now, the only sure thing's his next meal
America was young, but she was a-growing
Layin' tracks across the prairie, not knowing where they're goin'
His mama didn't want him leaving, but now he's headin' out west
She said, ""Please, don't go."" But he said ""If I don't, I'll never rest.""
It wasn't always easy: some of the boys died
Johnny wrote her letters, but he received no replies
Johnny - he worked on the railroad, pounding on iron and steel
Working his way out west now, the only sure thing's his next meal
Johnny reached San Francisco tired and broke without a dime
Started panning for gold just a-hoping he would find
The gold wasn't a-rushin', but Johnny kept on minin'
Trying to send his mama somethin' with the letters he was signin'
And one day Johnny finally got a reply
When he opened Mama's letter, he began to cry
She's a-writing from her deathbed, and this is what she said:
""Please, don't be mad at me, son, 'cause tomorrow I'll be dead.""
Johnny - he worked on the railroad, pounding on iron and steel
Working his way out west now, the only sure thing's his next meal
Ah-ha!
Ah-ha!
Ha!",Country
178984,Pop,"Now you can't believe
it's gonna be your way
the years went by
it seems you won't get nowhere
you ask for a way out
you are at a loss
and you would better run away
to hide your face in a crowd
you don't know what's going on
you're looking for a new adventur
I say
the white wooden houses
are still burning
Now you can't believe
it's gonna be your way
your head is spinning 'round
a million lights are in the sky
the love came too easy and now it's too hard
and you would better run away
there are so many lonely hearts
waiting for someone
you're looking for a new adventure
I say
the white wooden houses
are still burning",Indie
358422,Rock,"Je t'aime je t'aime
Oh oui je t'aime!
- Moi non plus.
- Oh mon amour...
- Comme la vague irrsolue
Je vais je vais et je viens
Entre tes reins
Je vais et je viens
Entre tes reins
Et je
Me re-
Tiens
- Je t'aime je t'aime
- Oh oui je t'aime!
- Moi non plus.
- Oh mon amour...
Tu es la vague, moi l'le nue
Tu vas tu vas et tu viens
Entre mes reins
Tu vas et tu viens
Entre mes reins
Et je
Te re-
joins
Je t'aime je t'aime
Oh oui je t'aime!
- Moi non plus.
- Oh mon amour...
- Comme la vague irrsolue
Je vais je vais et je viens
Entre tes reins
Je vais et je viens
Entre tes reins
Et je
Me re-
Tiens
Tu vas et tu viens
Entre mes reins
Et je
Te re-
joins
- Je t'aime je t'aime
- Oh oui je t'aime!
- Moi non plus.
- Oh mon amour...
L'amour physique est sans issue
Je vais je vais et je viens
Entre tes reins
Je vais et je viens
Entre tes reins
Je me retiens
- Non! main-
Tenant
Viens!",Folk
304635,Rock,"What happened to the world today what
Happens all you say what happened yesterday?
All we do is watch our back sleep with
This and fuck with death we're ready to attack
I can't seem to find a better way
I can't seem to think about today
Now I'm never doing right
Take a chance on what you feel and maybe
You will start to feel alright!
Alcohol and violence all those skams
And dirty tricks waiting for the tide to shift
So your life is not on track shooting dope
And smoking crack how long do
You think you'll last?
Somebody told me no matter how you feel don't
Forget to know what's real
Situations everyday you can't make a difference
If you turn the other way
Nobody's right nobody's wrong can you see the
Light outside before to long
I've got my pride passed down from my fathers
Side and you can never take it away
What happened to the world today what happens
All you say what happened yesterday?
All we do is watch our backs from aids
Heartaches and death- fight it all
'Til my last breath!",Hip-Hop
97805,Rock,"Alchemist of sorrow
I am Midas in reverse, my gold has turned to lead
All lovers I've forsaken are dancing with the dead
Lust and desire burning in hellfire
Great God below me, my future You have read
Euphoria found it's grave with the love you gave
All magic died with my dreams of an autumn bride
Now she's gone away, days are dark eternal
Golden shores become gray 'cos I'm always yours
Alchemist of sorrow
Robed in black behind my back, death's conscience in control
Slimy green fingers molest deep into my soul
Lost in satire possessed by nothing higher
From the tallest mountain, I gaze into depths so low
Euphoria found it's grave with the love we made
All magic died with my dreams of an autumn bride
Now she's gone away, days are dark eternal
Golden shores become gray 'cos I'm always yours
Alchemist of sorrow
[Incomprehensible]
[Incomprehensible]
Back to the womb, my future doomed inside this tomb of pain
Before my eyes had opened, your world already insane
Magician of sadness, God of unholy madness
Left the doors wide open, to live this torture again
Wanton grief, takes the place of eternal peace
Dark and cold, memories I forever hold
Summer moments saved under violet oceans
Beneath life's floor, rest my dreams forever more
Alchemist of sorrow
Alchemist of sorrow",Indie
353520,Electronic,"I've never been skating on a frozen river
Joni and Jane make it sound so cool
Sometimes I can get so down it seems
Nothing much is gonna turn me around
They could freeze the brook outside my home
But it's only small, not like the Hudson
Where I'd be clean away, the only one
Down through winter trees, on a smooth run on a frozen river
But look at me now I'm getting to you
And all afternoon you have been so bright
""No use turning good into bad""
At times like this you are always right
And the snowdrops are through, I never knew
And my oldest jokes still have you reeling
I'll put the troubles I find to the back of my mind
Sometimes my love has the craziest feeling like a frozen river
Half the world will sleep alone tonight
Friends of mine as well
Half the world are on their own tonight
Friends of mine as well
There's a river below this bright night sky
So full of stars, it's the best for ages
Where I stand in the lane, having shut off the car
Just hearing your wonder like a frozen river
You're like a frozen river",Folk
349640,Rock,"Oh Lord won't you come to me
On my dying bed
Let me from the book of life
Hear my name be read
Children listen to me now
These words are not my own
Jesus said a man is gonna
Reap what he has sown
You've got to fall
You've got to fall
You better fall on the rock
Or the rock's gonna fall on you
There's a time a coming soon
And it's a day coming fast
God will make the last the first
And the first will be last
Man looks on the outside but
The Lord he looks on the heart
He sees every secret
Hidden in the deepest part
You've got to fall
You've got to fall
You better fall on the rock
Or the rock's gonna fall on you
Jesus is the rock that was rejected and refused
But he is the cornerstone that god almighty has used
Like a little lamb he came
Down to the children of men
But he'll be the king of kings
When he comes back again",Gospel
211074,Pop,"Oh say can you see
By the dawn's early light
Was so proudly we hailed
At the twilight's last gleaming
Whose broad stripes and bright stars
Through the perilous light
For the ramparts we watched
Were so gallantly streaming
My country 'tis of thee
Sweet land of liberty
Of thee I sing
Land where my father's died
Land of the pilgrim's pride
From every mountainside
Let freedom ring
And the rocket's red glare
The bombs bursting in air
Gave proof through the night That out flag was still there",Folk
162633,Rock,"Hey, sleepy monster in the sand
Time to get up and have a drink
Pacific rim has a tank that thinks
That she is really something grand
Let me tell you about
When I was hanging out
Just in my dothi
Running in the dawn
Right across my lawn
I saw a coyote
Ole, ole, ole for Mulholland
See the water fall
And hooray, hooray the sky is falling
Down on Bradbury's mall
Ole, ole, ole for Mulholland
All waxed in pride
I've got a comfortable ride
And man, she could take us
Out across the salts
Right out of these faults
And on into vegas
So slept a monster in the dune
Woke him up and then he drank
Pacific rim has a think tank
But does she have IQ for the moon?
The concrete of the aquaduct
Will last as long as the Pyramids of Egypt
Or the Parthenon of Athens
Long after Joe Harriman is elected Mayor of Los Angeles
Ole, ole, ole for Mulholland
See the water fall
And hooray, hooray the ants are crawling
Down in Bradbury's mall
Ole, ole, ole for Mulholland
Yeah, it's quite a sprawl
And hooray, hooray the sky is falling
Down on Bradbury's mall
Ole, ole, ole for Mulholland
Ole!",Indie
166201,Metal,"Go! Ye-ow!
Pain ain't even really what you wanna be
5 feet under seeing your humanity
The opportunity to devide
the opportunity of being apart!!
Soon be there, the moon in the sky tonight
We're burning on a purified
Smash your face and then I beat it down
Are we really gonna die?!
Get up and fight, release your rage, come on and fight
Standing straight faced, it is your fate, calling my name
Calling me pain, and if you stay, you'll bite the scythe
Waiting for you I want to just tell you
If you want peace, prepare for war!
Fuck!
Get up and fight, release your rage, come on and fight
Standing straight faced, it is your fate, calling my name
Calling me pain, and if you stay, you'll bite the scythe
Waiting for you I want to just tell you
Get up and fight, release your rage, come on and fight
Standing straight faced, it is your fate, calling my name
Calling me pain, and if you stay, you'll bite the scythe
Waiting for you I want to just tell you
If you want peace, prepare for war!",Metal
333547,Country,"AIN'T NOTHIN' SHAKIN' (BUT THE LEAVES)
(Dallas Frazier - Arthur Leo Owens)
'66 Blue Crest Music
Well ever since the day that you left me I been whinin' like a little lost pup
The sun went down when you left town and you ain't a gonna come back up
A walkin' in a wearin' out leather a scuffin' up the hardwood floor
Starin' at the phone since you've been gone and listenin' for the knock on the door
There ain't nothin' shakin' but the leaves on the trees
And they wouldn't shake if it wasn't for the breeze
There ain't nothin' happenin' with the birds and the bees
There ain't nothin' shakin' but the leaves
Hurt keeps a lookin' through my window the heartaches are laughin' in the hall
And I've got the news that old man blues is a seepin' through the cracks in the wall
The end is a waitin' round the corner and hope is just about gone
If you only knew how I needed you well then you'd come a running back home
Oh well there ain't nothin' shakin'...
Well there ain't nothin' shakin'...
No there ain't nothin' shakin' but the leaves",Country
